강의구분,수강학년,과목코드,과목명,교수명,수업시간,학점,,강의평점,수강인원,수강정원
전공필수,2학년,6208076-01,비즈니스 프로세스 분석과 응용 소프트웨어 설계,이준영,"목06 ,07 ,08 [N13-302(59-302)]",3,,,31,45
전공필수,3학년,6208004-01,경영정보시스템,권순동,"화01 ,02 ,03 [N14-404(56-404)]",3,,,48,60
전공필수,3학년,6208039-01,생산관리,이형석,"목06 ,07 ,08 [N14-307(56-307)]",3,,,40,50
전공필수,3학년,6208040-01,정보통신경영,공희경,"금05 ,06 ,07 [N14-404(56-404)]",3,,,20,60
전공선택,3학년,6208042-01,ERP전략과 실천,김영렬,"목01 ,02 ,03 ,04 [N13-306(59-306)]",3,,,25,30
전공필수,3학년,6208069-01,프로그래밍언어,이준영,"화02 ,03 수02 ,03 [N13-302(59-302)]",3,,,22,35
전공선택,4학년,6208038-01,비즈니스 프로그래밍,박성택,"금10 ,11 ,12 ,13 [N13-306(59-306)]",3,,,12,30
전공선택,4학년,6208043-01,비즈니스 인텔리전스,조완섭,"월06 ,07 ,08 [N13-302(59-302)]",3,,,28,45
전공선택,4학년,6208046-01,e-비즈니스론,이정환,"화06 ,07 ,08 [N14-406(56-406)]",3,,,8,60
전공선택,4학년,6208047-01,정보보호관리,전효정,"월02 ,03 ,04 [N14-404(56-404)]",3,,,46,60
전공선택,4학년,6208050-01,경영프로세스통합,김영렬,"화01 ,02 ,03 [N13-306(59-306)]",3,,,3,30
전공선택,4학년,6208809-01,데이터 지식경영(캡스톤디자인),송대진,"월09 ,10 ,11 [N13-302(59-302)]",3,,,3,45
전공필수,1학년,6210001-01,회계원리,배기수,"월01 ,02 ,03 [N14-407(56-407)]",3,,,18,50
전공필수,1학년,6210001-02,회계원리,우소희,"화02 ,03 ,04 [N14-408(56-408)]",3,,,52,50
전공필수,1학년,6210001-03,회계원리,강수진,"금07 ,08 ,09 [N14-408(56-408)]",3,,,10,50
전공선택,1학년,6210007-01,경영학원론,김학수,"월06 ,07 ,08 [N14-305(56-305)]",3,,,40,50
전공선택,1학년,6210007-02,경영학원론,최민오,"금06 ,07 ,08 [N14-301(56-301)]",3,,,48,50
전공선택,1학년,6210007-03,경영학원론,신승인,"목06 ,07 ,08 [N14-306(56-306)]",3,,,45,50
전공선택,1학년,6210007-04,경영학원론,지용익,"금02 ,03 ,04 [N14-302(56-302)]",3,,,44,50
전공선택,1학년,6210008-01,경제학원론,박철호,"월06 ,07 ,08 [N13-201(59-201)]",3,,,52,50
전공선택,1학년,6210008-02,경제학원론,박철호,"수06 ,07 ,08 [N13-502(59-502)]",3,,,48,50
전공선택,1학년,6210008-03,경제학원론,조재호,"목02 ,03 ,04 [N14-305(56-305)]",3,,,55,50
전공필수,2학년,6210002-01,원가회계,서한결,"월06 ,07 ,08 [N14-408(56-408)]",3,,,63,50
전공필수,2학년,6210002-02,원가회계,서한결,"목06 ,07 ,08 [N14-408(56-408)]",3,,,58,50
전공필수,2학년,6210002-03,원가회계,정재권,"수06 ,07 ,08 [N14-407(56-407)]",3,,,40,50
전공필수,2학년,6210002-04,원가회계,황희주,"화06 ,07 ,08 [N14-408(56-408)]",3,,,49,50
전공필수,2학년,6210003-01,마케팅관리론,박유식,"화01 ,02 ,03 [N13-201(59-201)]",3,,,46,50
전공필수,2학년,6210003-02,마케팅관리론,이태민,"월05 화04 ,05 [N14-305(56-305)]",3,,,5,50
전공필수,2학년,6210003-03,마케팅관리론,이태민,"월11 ,12 ,13 [N14-302(56-302)]",3,,,31,50
전공필수,2학년,6210003-04,마케팅관리론,이제영,"수02 ,03 ,04 [N14-302(56-302)]",3,,,56,50
전공필수,2학년,6210004-01,재무관리,김병기,"화06 ,07 ,08 [N13-402(59-402)]",3,,,18,50
전공필수,2학년,6210004-02,재무관리,이형철,"월02 ,03 ,04 [N14-301(56-301)]",3,,,55,50
전공필수,2학년,6210004-03,재무관리,이형철,"월06 ,07 ,08 [N14-404(56-404)]",3,,,37,50
전공선택,2학년,6210010-01,경영통계,이형석,"수06 ,07 ,08 [N13-201(59-201)]",3,,,53,50
전공선택,2학년,6210010-02,경영통계,황윤민,"화06 ,07 ,08 [N14-302(56-302)]",3,,,54,50
전공선택,2학년,6210010-03,경영통계,민경찬,"목01 ,02 ,03 [N13-508(59-508)]",3,,,15,50
전공선택,2학년,6210010-04,경영통계,최은교,"목06 ,07 ,08 [N13-402(59-402)]",3,,,61,50
전공선택,2학년,6210012-01,조직행동론,박상언,"월06 ,07 ,08 [N14-301(56-301)]",3,,,57,50
전공선택,2학년,6210012-02,조직행동론,박상언,"월11 ,12 ,13 [N14-301(56-301)]",3,,,42,50
전공선택,2학년,6210012-03,조직행동론,박상언,"화02 ,03 ,04 [N14-301(56-301)]",3,,,52,50
전공선택,2학년,6210037-01,회사법,신승인,"목02 ,03 ,04 [N14-301(56-301)]",3,,,85,50
전공선택,2학년,6210040-01,중급회계 I,배기수,"화01 ,02 ,03 [N14-407(56-407)]",3,,,14,50
전공선택,2학년,6210040-02,중급회계 I,우소희,"수05 ,06 ,07 [N14-408(56-408)]",3,,,56,50
전공선택,2학년,6210040-03,중급회계 I,최병철,"화05 ,06 ,07 [N14-407(56-407)]",3,,,57,50
전공선택,2학년,6210040-04,중급회계 I,김일중,"금01 ,02 ,03 [N14-408(56-408)]",3,,,44,50
전공선택,2학년,6210045-01,증권시장,김병기,"수06 ,07 ,08 [N13-402(59-402)]",3,,,55,50
전공선택,3학년,6210013-01,고급회계,박종일,"수02 ,03 ,04 [N14-407(56-407)]",3,,,48,50
전공선택,3학년,6210013-02,고급회계,박종일,"목05 ,06 ,07 [N14-407(56-407)]",3,,,23,50
전공선택,3학년,6210018-01,세법개론,박한순,"화01 ,02 목01 [N13-402(59-402)]",3,,,38,50
전공선택,3학년,6210018-02,세법개론,박한순,"수01 ,02 목02 [N13-402(59-402)]",3,,,16,50
전공선택,3학년,6210021-01,투자론,김류미,"월02 ,03 ,04 [N14-302(56-302)]",3,,,80,50
전공선택,3학년,6210021-02,투자론,김류미,"목02 ,03 ,04 [N14-302(56-302)]",3,,,81,50
전공선택,3학년,6210021-03,투자론,이병관,"화08 ,09 ,10 [N14-407(56-407)]",3,,,39,50
전공선택,3학년,6210022-01,국제경영학,박조환,"화11 ,12 ,13 [N14-306(56-306)]",3,,,15,50
전공선택,3학년,6210022-02,국제경영학,이천희,"목06 ,07 ,08 [N14-305(56-305)]",3,,,55,50
전공선택,3학년,6210022-03,국제경영학,이천희,"목11 ,12 ,13 [N14-302(56-302)]",3,,,31,50
전공필수,3학년,6210038-01,인적자원관리,조민기,"수07 ,08 ,09 [N14-302(56-302)]",3,,,53,50
전공필수,3학년,6210038-02,인적자원관리,조민기,"수11 ,12 ,13 [N14-302(56-302)]",3,,,41,50
전공필수,3학년,6210038-03,인적자원관리,윤종필,"목10 ,11 ,12 [N14-306(56-306)]",3,,,29,50
전공선택,3학년,6210063-01,마케팅조사론,주영진,"월05 ,06 ,07 [N14-302(56-302)]",3,,,16,50
전공선택,3학년,6210063-02,마케팅조사론,주영진,"화05 ,06 ,07 [N14-306(56-306)]",3,,,30,50
전공필수,3학년,6210064-01,생산관리(캡스톤디자인),김지대,"목07 ,08 ,09 [N14-302(56-302)]",3,,,16,50
전공필수,3학년,6210064-02,생산관리(캡스톤디자인),김성홍,"수01 ,02 ,03 [N14-301(56-301)]",3,,,44,50
전공필수,3학년,6210064-03,생산관리(캡스톤디자인),김지대,"화02 ,03 ,04 [N14-302(56-302)]",3,,,55,50
전공선택,4학년,6210033-01,경영정보시스템,권순동,"수01 ,02 ,03 [N14-305(56-305)]",3,,,53,50
전공선택,4학년,6210033-02,경영정보시스템,송대진,"화07 ,08 ,09 [N14-307(56-307)]",3,,,10,50
전공선택,4학년,6210035-01,품질경영,김성홍,"수06 ,07 ,08 [N14-301(56-301)]",3,,,52,50
전공선택,4학년,6210035-02,품질경영,민경찬,"월08 ,09 ,10 [N13-402(59-402)]",3,,,30,50
전공선택,4학년,6210042-01,고용관계론,김학수,"화06 ,07 ,08 [N14-301(56-301)]",3,,,58,50
전공선택,4학년,6210042-02,고용관계론,최민오,"금02 ,03 ,04 [N14-301(56-301)]",3,,,30,50
전공선택,4학년,6210067-01,전략적 관리회계(캡스톤디자인),곽종민,"목02 ,03 ,04 [N14-408(56-408)]",3,,,6,50
전공선택,4학년,6210068-01,경영전략론(캡스톤디자인),변국도,"월02 ,03 ,04 [N13-402(59-402)]",3,,,38,50
전공선택,4학년,6210068-02,경영전략론(캡스톤디자인),변국도,"월05 ,06 ,07 [N13-402(59-402)]",3,,,8,50
전공선택,4학년,6210070-01,광고론(캡스톤디자인),박유식,"수01 ,02 ,03 [N13-201(59-201)]",3,,,20,50
전공선택,4학년,6210079-01,재무제표분석,최병철,"월05 ,06 ,07 [N14-407(56-407)]",3,,,77,50
전공필수,1학년,6209035-01,회계원리,신상이,"월02 ,03 ,04 [N13-301-2(59-301-2)]",3,,,46,60
전공필수,1학년,6209035-02,회계원리,신상이,"월06 ,07 ,08 [N13-301-2(59-301-2)]",3,,,35,40
전공선택,1학년,6209044-01,경제학원론,정중재,"화07 ,08 ,09 [N13-301-2(59-301-2)]",3,,,24,40
전공선택,1학년,6209044-02,경제학원론,조재호,"목06 ,07 ,08 [N13-301-2(59-301-2)]",3,,,30,40
전공선택,1학년,6209044-03,경제학원론,조재호,"수08 ,09 ,10 [N13-301-2(59-301-2)]",3,,,32,40
전공선택,1학년,6209044-04,경제학원론,한지민,"수07 ,08 ,09 [N13-501(59-501)]",3,,,34,40
전공선택,1학년,6209074-01,경영통계학,김학건,"월06 ,07 ,08 [N13-301-1(59-301-1)]",3,,,26,40
전공선택,1학년,6209075-01,경영학원론,이형택,"월08 ,09 ,10 [N14-401(56-401)]",3,,,41,50
전공선택,1학년,6209075-02,경영학원론,강성주,"화01 ,02 ,03 [N13-301-1(59-301-1)]",3,,,13,40
전공선택,1학년,6209075-03,경영학원론,조혜진,"목08 ,09 ,10 [N14-301(56-301)]",3,,,33,40
전공선택,1학년,6209100-01,글로벌비즈니스의 이해,박상수,"수05 ,06 ,07 [N14-402(56-402)]",3,,,54,50
전공선택,1학년,6209100-02,글로벌비즈니스의 이해,고정오,"금01 ,02 ,03 [N13-501(59-501)]",3,,,24,40
전공선택,1학년,6209100-03,글로벌비즈니스의 이해,고정오,"금05 ,06 ,07 [N13-501(59-501)]",3,,,23,40
전공선택,2학년,6209024-01,미시경제이론,김상기,"월02 ,03 수04 [N13-301-1(59-301-1)]",3,,,28,40
전공선택,2학년,6209024-02,미시경제이론,김상기,"화04 ,05 목04 [N13-301-1(59-301-1)]",3,,,35,40
전공선택,2학년,6209057-01,국제상무론,김성미,"금10 ,11 ,12 [N13-301-2(59-301-2)]",3,,,41,40
전공필수,2학년,6209077-01,재무관리,이사영,"수01 ,02 ,03 [N14-402(56-402)]",3,,,27,50
전공필수,2학년,6209077-02,재무관리,김학건,"수06 ,07 ,08 [N13-301-1(59-301-1)]",3,,,30,40
전공선택,2학년,6209078-01,e-비즈니스론,최상천,"월11 ,12 ,13 [N14-402(56-402)]",3,,,43,50
전공선택,2학년,6209080-01,글로벌고객의 이해,송영욱,"목06 ,07 ,08 [N14-402(56-402)]",3,,,24,50
전공필수,2학년,6209097-01,인적자원관리,이형택,"화06 ,07 ,08 [N14-305(56-305)]",3,,,52,50
전공필수,2학년,6209097-02,인적자원관리,이형택,"수07 ,08 ,09 [N14-305(56-305)]",3,,,33,50
전공필수,2학년,6209101-01,글로벌경영,임달호,"수01 ,02 ,03 [N14-401(56-401)]",3,,,40,50
전공필수,2학년,6209101-02,글로벌경영,임달호,"목01 ,02 ,03 [N14-401(56-401)]",3,,,25,50
전공선택,2학년,6209807-01,관리회계,나경아,"수10 ,11 ,12 [N13-301-1(59-301-1)]",3,,,55,40
전공선택,2학년,6209807-02,관리회계,나경아,"목09 ,10 ,11 [N13-301-1(59-301-1)]",3,,,38,40
전공필수,3학년,6209083-01,경영전략,박상현,"화11 ,12 ,13 [N14-402(56-402)]",3,,,54,50
전공선택,3학년,6209084-01,글로벌기업사례,미지정,"목11 ,12 ,13 [N13-301-2(59-301-2)]",3,,,22,40
전공선택,3학년,6209087-01,글로벌 중국시장의 이해,박상수,"화05 ,06 ,07 [N14-402(56-402)]",3,,,17,50
전공선택,3학년,6209093-01,해외투자론,강성주,"화05 ,06 ,07 [N13-501(59-501)]",3,,,24,40
전공선택,3학년,6209093-02,해외투자론,강성주,"화08 ,09 ,10 [N13-501(59-501)]",3,,,20,40
전공선택,3학년,6209102-01,글로벌재무론,이사영,"목01 ,02 ,03 [N14-402(56-402)]",3,,,47,50
전공선택,3학년,6209109-01,FTA이해와 무역환경,조혜진,"목05 ,06 ,07 [N13-501(59-501)]",3,,,44,40
전공필수,3학년,6209112-01,마케팅관리(캡스톤디자인),송영욱,"월07 ,08 ,09 [N14-402(56-402)]",3,,,8,50
전공필수,3학년,6209112-02,마케팅관리(캡스톤디자인),박효현,"수02 ,03 ,04 [N13-301-2(59-301-2)]",3,,,35,50
전공선택,3학년,6209113-01,물류 및 운송론(캡스톤디자인),김용정,"화08 ,09 ,10 [N13-502(59-502)]",3,,,38,40
전공선택,4학년,6209065-01,국제경영세미나,김성미,"수10 ,11 ,12 [N14-301(56-301)]",3,,,10,40
전공선택,4학년,6209071-01,지역연구 II : 미주,양성문,"목11 ,12 ,13 [N13-501(59-501)]",3,,,5,40
전공선택,4학년,6209802-01,중국연구세미나,왕뢰,"금05 ,06 ,07 [N14-405(56-405)]",3,,,27,50
전공선택,4학년,6209803-01,트리즈와 창조경영,양성문,"화11 ,12 ,13 [N13-501(59-501)]",3,,,3,40
전공선택,1학년,6546093-01,CAD 및 실습,정운성,"월06 ,07 ,08 ,09 [E8-3-437(46-437)]",3,,,21,50
전공선택,1학년,6546093-02,CAD 및 실습,김민구,"월06 ,07 ,08 ,09 [E8-8-210(51-210)]",3,,,14,53
전공선택,1학년,6546151-01,건축공학개론,유철,"목01 ,02 ,03 [E8-3-411(46-411)]",3,,,35,50
전공선택,2학년,6546019-01,공학수학,김민구,"수02 ,03 ,04 [E8-3-237(46-237)]",3,,,47,60
전공선택,2학년,6546027-01,재료역학,이창준,"화02 ,03 ,05 [E8-3-411(46-411)]",3,,,46,50
전공필수,2학년,6546141-01,건축환경,임정아,"월06 ,07 ,08 [E8-3-411(46-411)]",3,,,43,50
전공선택,2학년,6546160-01,건축설계Ⅰ,신희락,"목05 ,06 ,07 ,08 ,09 ,10 [E8-3-436(46-436)]",3,,,9,11
전공선택,2학년,6546160-02,건축설계Ⅰ,이은숙,"목05 ,06 ,07 ,08 ,09 ,10 [E8-3-411-1(46-411-1)]",3,,,13,11
전공선택,2학년,6546160-03,건축설계Ⅰ,유철,"목05 ,06 ,07 ,08 ,09 ,10 [E8-3-437-1(46-437-1)]",3,,,14,11
전공선택,2학년,6546160-04,건축설계Ⅰ,최경철,"목05 ,06 ,07 ,08 ,09 ,10 [E8-3-436-1(46-436-1)]",3,,,8,11
전공선택,2학년,6546168-01,BIM 기반 디지털건축의 이해,정운성,"화06 ,07 ,08 ,09 [E8-3-437(46-437)]",3,,,41,50
전공필수,3학년,6546009-01,건축설비I,서동현,"화02 ,03 ,05 [E8-3-237(46-237)]",3,,,46,60
전공선택,3학년,6546022-01,건축재료,이창준,"월06 ,07 ,09 [E8-3-237(46-237)]",3,,,46,60
전공필수,3학년,6546099-01,건축시공,김옥규,"화06 ,07 ,09 [E8-7-317(50-317)]",3,,,43,100
전공선택,3학년,6546102-01,철근콘크리트구조 II,이득행,"월02 ,03 ,05 [E8-7-317(50-317)]",3,,,36,100
전공선택,3학년,6546142-01,건축공학설계I(캡스톤디자인),서동현,"수04 ,05 ,06 ,07 ,08 ,09 [E8-3-436(46-436)]",3,,,10,11
전공선택,3학년,6546142-02,건축공학설계I(캡스톤디자인),임정아,"수04 ,05 ,06 ,07 ,08 ,09 [E8-3-436-1(46-436-1)]",3,,,13,11
전공선택,3학년,6546142-03,건축공학설계I(캡스톤디자인),정운성,"수04 ,05 ,06 ,07 ,08 ,09 [E8-3-437(46-437)]",3,,,9,11
전공선택,3학년,6546142-04,건축공학설계I(캡스톤디자인),이득행,"수04 ,05 ,06 ,07 ,08 ,09 [E8-3-437-1(46-437-1)]",3,,,12,11
전공선택,4학년,6546145-01,종합공학설계(캡스톤디자인),"김민구, 김옥규, 서동현, 이득행, 이창준, 정운성, 한찬훈","수10 ,11 ,12 금10 ,11 ,12 [E8-3-237(46-237)]",3,,,34,60
전공선택,4학년,6546152-01,건축환경 실험 및 해석,서동현,"목02 ,03 ,04 ,05 [E8-3-237(46-237)]",3,,,11,60
전공선택,4학년,6546154-01,견적 및 시공실무,조태제,"목07 ,08 ,09 [E8-3-237(46-237)]",3,,,24,25
전공선택,4학년,6546172-01,강-콘크리트 합성구조의 해석 및 설계,이득행,"화02 ,03 ,05 [E8-3-437(46-437)]",3,,,0,50
전공필수,1학년,6551001-01,초급설계 I,변나향,"수04 ,05 ,06 ,07 ,08 ,09 [E8-1-225-1(44-225-1)]",3,,,14,12
전공필수,1학년,6551001-02,초급설계 I,홍유선,"수04 ,05 ,06 ,07 ,08 ,09 [E8-1-225-2(44-225-2)]",3,,,10,12
전공필수,1학년,6551001-03,초급설계 I,박성일,"수04 ,05 ,06 ,07 ,08 ,09 [E8-7-239(50-239)]",3,,,8,12
전공필수,1학년,6551008-01,건축표현,심규영,"월06 ,07 ,08 ,09 [E8-7-326(50-326)]",3,,,36,60
전공필수,2학년,6551005-01,건축설계 I,"심규영, 우태식","화04 ,05 ,06 ,07 ,08 ,09 금04 ,05 ,06 ,07 ,08 ,09 [E8-3-236(46-236)]",6,,,17,12
전공필수,2학년,6551005-02,건축설계 I,"곽나연, 차상우","화04 ,05 ,06 ,07 ,08 ,09 금04 ,05 ,06 ,07 ,08 ,09 [E8-3-236-1(46)]",6,,,11,12
전공필수,2학년,6551005-03,건축설계 I,"신성진, 조경남","화04 ,05 ,06 ,07 ,08 ,09 금04 ,05 ,06 ,07 ,08 ,09 [E8-3-236-2(46-236-2)]",6,,,10,12
전공필수,2학년,6551006-01,서양건축사,홍유선,"목05 ,06 ,07 [S1-3-310(42-310)]",3,,,39,80
전공선택,2학년,6551012-01,건축과 컴퓨터,손동화,"월06 ,07 ,08 ,09 [E8-3-352(46-352)]",3,,,39,50
전공필수,2학년,6551041-01,건축구조역학,이대현,"수04 ,05 ,06 [E8-7-326(50-326)]",3,,,41,80
전공필수,3학년,6551013-01,건축설계 III,"김병익, 안대환","월04 ,05 ,06 ,07 ,08 ,09 목04 [E8-3-337(46-337)] 목05 ,06 ,07 ,08 ,09 [E8-3-301(46-301)]",6,,,4,12
전공필수,3학년,6551013-02,건축설계 III,"강무현, 최태산","월04 ,05 ,06 ,07 ,08 ,09 목04 ,05 ,06 ,07 ,08 ,09 [E8-3-337-1(46-337-1)]",6,,,7,12
전공필수,3학년,6551013-03,건축설계 III,"임현진, 정치훈","월04 ,05 ,06 ,07 ,08 ,09 목04 ,05 ,06 ,07 ,08 ,09 [E8-3-337-2(46-337-2)]",6,,,15,12
전공필수,3학년,6551014-01,한국건축사,안대환,"수01 ,02 ,03 [E8-7-326(50-326)]",3,,,30,60
전공필수,3학년,6551016-01,재료와구법,변나향,"화01 ,02 ,03 [E8-7-235(50-235)]",3,,,25,80
전공필수,3학년,6551017-01,근대건축론,안대환,"수07 ,08 ,09 [E8-7-326(50-326)]",3,,,29,60
전공선택,3학년,6551025-01,주거론,이상훈,"금05 ,06 ,07 [E8-7-326(50-326)]",3,,,26,60
전공필수,4학년,6551024-01,건축설비,손동화,"수07 ,08 ,09 [E8-2-201(45-201)]",3,,,30,75
전공필수,4학년,6551045-01,충북의 건축문화,심규영,"목06 ,07 ,08 [E8-7-326(50-326)]",3,,,32,60
전공선택,4학년,6551053-01,친환경설계방법론,이학성,"목01 ,02 ,03 [E8-7-326(50-326)]",3,,,32,60
전공필수,4학년,6551054-01,건축설계 V(캡스톤디자인),"손동화, 이나영","화04 ,05 ,06 ,07 ,08 ,09 금04 ,05 ,06 ,07 ,08 ,09 [E8-3-311(46-311)]",6,,,9,12
전공필수,4학년,6551054-02,건축설계 V(캡스톤디자인),"김재헌, 이학성","화04 ,05 ,06 ,07 ,08 ,09 금04 ,05 ,06 ,07 ,08 ,09 [E8-3-311-1(46)]",6,,,14,12
전공필수,4학년,6551054-03,건축설계 V(캡스톤디자인),"이명욱, 정인섭","화04 ,05 ,06 ,07 ,08 ,09 금04 ,05 ,06 ,07 ,08 ,09 [E8-3-311-2(46-311-2)]",6,,,11,12
전공선택,4학년,6551061-01,단지계획,변나향,"월05 ,06 ,07 [E8-7-239(50-239)]",3,,,30,50
전공필수,5학년,6551032-01,건물시스템,차상우,"화01 ,02 ,03 [E8-7-326(50-326)]",3,,,28,60
전공필수,5학년,6551036-01,건축실무,박근동,"금05 ,06 ,07 [E8-7-235(50-235)]",3,,,27,80
전공필수,5학년,6551056-01,건축설계 VII(캡스톤디자인),"고영목, 이강훈","월04 ,05 ,06 ,07 ,08 ,09 목04 ,05 ,06 ,07 ,08 ,09 [E8-3-336-1(46)]",6,,,6,12
전공필수,5학년,6551056-02,건축설계 VII(캡스톤디자인),"이상훈, 이장원","월04 ,05 ,06 ,07 ,08 ,09 목04 ,05 ,06 ,07 ,08 ,09 [E8-3-336-2(46-336-2)]",6,,,12,12
전공필수,5학년,6551056-03,건축설계 VII(캡스톤디자인),"김효정, 배준호","월04 ,05 ,06 ,07 ,08 ,09 목04 ,05 ,06 ,07 ,08 ,09 [E8-3-311-2(46-311-2)]",6,,,9,12
전공선택,5학년,6551062-01,생태건축,이학성,"수08 ,09 ,10 [E8-3-352(46-352)]",3,,,8,50
전공선택,2학년,6552009-01,공업분석화학,박대환,"수02 ,03 ,04 [E8-7-125(50-125)]",3,,,31,60
전공선택,2학년,6552014-01,공업화학기초실험,조중상,"월05 ,06 ,07 ,08 [E8-5-119(48-119)]",2,,,28,50
전공필수,2학년,6552033-01,유기화학 I,정노희,"월01 ,02 ,03 [E8-10-103(508-103)]",3,,,28,100
전공필수,2학년,6552103-01,물리화학 I,류상욱,"금06 ,07 ,08 [E8-7-317(50-317)]",3,,,40,100
전공필수,2학년,6552133-01,공업화학양론,조중상,"수08 금02 ,03 [E8-7-317(50-317)]",3,,,39,100
전공선택,2학년,6552233-01,공학수학,강동우,"화05 ,06 ,07 [E8-7-125(50-125)]",3,,,32,60
전공필수,3학년,6552003-01,고분자화학,류상욱,"화06 ,07 ,08 [E8-10-103(508-103)]",3,,,39,100
전공필수,3학년,6552029-01,유기단위공정,정노희,"수06 ,07 [E8-7-233(50-233)] 수08 [E8-10-103(508-103)]",3,,,28,50
전공선택,3학년,6552038-01,재료공학,조중상,"화02 ,03 [E8-7-125(50-125)] 수05 [E8-7-233(50-233)]",3,,,41,50
전공선택,3학년,6552041-01,열역학II,박대환,"월05 ,06 ,07 [E8-7-125(50-125)]",3,,,16,60
전공선택,3학년,6552114-01,무기화학,강동우,"수01 ,02 ,03 [E8-7-317(50-317)]",3,,,46,100
전공필수,4학년,6552110-01,이동공정,염경호,"월01 ,02 ,03 [E8-7-233(50-233)]",3,,,29,50
전공선택,4학년,6552123-01,고분자공업화학,류상욱,"월06 ,07 ,08 [E8-7-233(50-233)]",3,,,34,50
전공선택,4학년,6552126-01,무기공업화학,강동우,"목06 ,07 ,08 [E8-7-125(50-125)]",3,,,46,60
전공선택,4학년,6552222-01,바이오공학,박준성,"화06 ,07 수03 [E8-7-233(50-233)]",3,,,31,50
전공필수,4학년,6552227-01,전기에너지공학,박대환,"화01 ,02 ,03 [E8-10-105(508-105)]",3,,,42,50
전공선택,4학년,6552230-01,화학소재실무설계,조중상,"목02 ,03 [E8-7-125(50-125)]",1,,,0,60
전공선택,1학년,6510004-01,기계제도,주진원,"목07 ,08 ,09 ,10 [E8-8-209(51-209)]",3,,,43,50
전공선택,1학년,6510004-02,기계제도,안규복,"화01 ,02 ,03 ,04 [E8-8-209(51-209)]",3,,,38,50
전공필수,1학년,6510007-01,정역학,이인환,"화05 ,06 ,07 [E8-7-242(50-242]",3,,,54,50
전공필수,1학년,6510007-02,정역학,이인환,"월06 ,07 ,08 [E8-2-201(45-201)]",3,,,52,50
전공선택,2학년,6510003-01,재료역학I,주진원,"월02 ,03 화01 [E8-7-234(50-234)]",3,,,52,50
전공선택,2학년,6510003-02,재료역학I,주진원,"월06 ,07 화03 [E8-7-234(50-234)]",3,,,43,50
전공필수,2학년,6510005-01,기계공작법I,김건휘,"수06 ,07 ,08 [E8-7-242(50-242]",3,,,50,50
전공필수,2학년,6510005-02,기계공작법I,이인환,"목05 ,06 ,07 [E8-7-242(50-242]",3,,,41,50
전공선택,2학년,6510011-01,기구학,신응수,"월01 수01 ,02 [E8-7-132(50-132)]",3,,,62,50
전공선택,2학년,6510011-02,기구학,신응수,"월08 수06 ,07 [E8-7-132(50-132)]",3,,,36,50
전공선택,2학년,6510015-01,열역학 I,이석호,"월06 화02 ,03 [E8-7-242(50-242]",3,,,44,50
전공선택,2학년,6510015-02,열역학 I,이석호,"화06 ,07 ,08 [E8-7-234(50-234)]",3,,,54,50
전공필수,2학년,6510071-01,공학수학 II,김용연,"목05 [E8-7-234(50-234)] 금08 ,09 [E8-7-132(50-132)]",3,,,47,50
전공필수,2학년,6510071-02,공학수학 II,조정호,"월02 ,03 ,04 [E8-7-235(50-235)]",3,,,57,50
전공필수,3학년,6510014-01,유체역학 II,이계복,"화06 [E8-7-132(50-132)] 수02 ,03 [E8-7-242(50-242]",3,,,51,50
전공필수,3학년,6510014-02,유체역학 II,안규복,"월02 ,03 [E8-7-242(50-242] 수02 [E8-7-239(50-239)]",3,,,41,50
전공필수,3학년,6510016-01,기계설계I,김용연,월05 화09 수08 [E8-7-132(50-132)],3,,,53,50
전공필수,3학년,6510016-02,기계설계I,김용연,월08 [E8-7-234(50-234)] 화08 수09 [E8-7-132(50-132)],3,,,30,50
전공선택,3학년,6510018-01,기계진동,신응수,"월02 ,03 목03 [E8-7-132(50-132)]",3,,,23,50
전공선택,3학년,6510018-02,기계진동,신응수,"월06 ,07 목02 [E8-7-132(50-132)]",3,,,52,50
전공선택,3학년,6510025-01,내연기관,이석호,"수01 ,02 ,03 [E8-7-234(50-234)]",3,,,9,30
전공선택,3학년,6510030-01,자동제어,신종호,"월01 수01 ,05 [E8-7-242(50-242]",3,,,59,50
전공선택,3학년,6510035-01,계측공학,정규원,"월09 목05 ,06 [E8-7-132(50-132)]",3,,,37,50
전공필수,3학년,6510125-01,진동 및 메카트로닉스 실험,신응수,"목08 ,09 ,10 ,11 [E8-7-108(50-108)]",2,,,37,25
전공필수,3학년,6510125-02,진동 및 메카트로닉스 실험,정규원,"목08 ,09 ,10 ,11 [E8-7-104(50-104)]",2,,,16,25
전공필수,3학년,6510125-03,진동 및 메카트로닉스 실험,김용연,"목08 ,09 ,10 ,11 [E8-7-202(50-202)]",2,,,15,25
전공필수,3학년,6510125-04,진동 및 메카트로닉스 실험,신종호,"목08 ,09 ,10 ,11 [E8-7-206(50-206)]",2,,,27,25
전공선택,3학년,6510136-01,공업교육론,이석호,"수05 ,06 ,07 [E8-7-209(50-209)]",3,,,3,20
전공선택,3학년,6510645-01,용접접합공학,조정호,"화01 ,02 ,03 [E8-7-132(50-132)]",3,,,3,50
전공선택,3학년,6510650-01,친환경 자동차 공학,조정호,"화07 [S1-6-107(36-107)] 수06 ,07 [E8-10-103(508-103)]",3,,,76,50
전공선택,4학년,6510063-01,CAD/CAM,정규원,"월07 [E8-7-242(50-242] 수07 ,08 [E8-7-234(50-234)]",3,,,8,50
